# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: DiCarloGeometry_Improved
# Creation date: 02/13/2022 20:26:59
# 
# 02/13/2022 20:26:59
# The parameters defined in the project are:
# ,P1 - channel_half_width [um],P2 - channel_height [um]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2
DP 0,40,73.311399696523893
